video_path,emotion_path,pose_path,label,split,class,video_id
dataset/data/processed/train/violent/1DwRGRND_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00963.npy,dataset/data/pose/rwf2000/train/violent/1DwRGRND_0.npy,1,train,violent,1DwRGRND_0
dataset/data/processed/train/violent/1DwRGRND_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00699.npy,dataset/data/pose/rwf2000/train/violent/1DwRGRND_1.npy,1,train,violent,1DwRGRND_1
dataset/data/processed/train/violent/1O4KGHbRt3M_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01098.npy,dataset/data/pose/rwf2000/train/violent/1O4KGHbRt3M_0.npy,1,train,violent,1O4KGHbRt3M_0
dataset/data/processed/train/violent/1O4KGHbRt3M_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00110.npy,dataset/data/pose/rwf2000/train/violent/1O4KGHbRt3M_1.npy,1,train,violent,1O4KGHbRt3M_1
dataset/data/processed/train/violent/1O4KGHbRt3M_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00931.npy,dataset/data/pose/rwf2000/train/violent/1O4KGHbRt3M_2.npy,1,train,violent,1O4KGHbRt3M_2
dataset/data/processed/train/violent/1O4KGHbRt3M_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00824.npy,dataset/data/pose/rwf2000/train/violent/1O4KGHbRt3M_3.npy,1,train,violent,1O4KGHbRt3M_3
dataset/data/processed/train/violent/1O4KGHbRt3M_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00176.npy,dataset/data/pose/rwf2000/train/violent/1O4KGHbRt3M_4.npy,1,train,violent,1O4KGHbRt3M_4
dataset/data/processed/train/violent/1XFiS6Lt_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01299.npy,dataset/data/pose/rwf2000/train/violent/1XFiS6Lt_0.npy,1,train,violent,1XFiS6Lt_0
dataset/data/processed/train/violent/1XFiS6Lt_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00117.npy,dataset/data/pose/rwf2000/train/violent/1XFiS6Lt_1.npy,1,train,violent,1XFiS6Lt_1
dataset/data/processed/train/violent/1dsLuL5Lvbc_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00866.npy,dataset/data/pose/rwf2000/train/violent/1dsLuL5Lvbc_0.npy,1,train,violent,1dsLuL5Lvbc_0
dataset/data/processed/train/violent/1dsLuL5Lvbc_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00349.npy,dataset/data/pose/rwf2000/train/violent/1dsLuL5Lvbc_1.npy,1,train,violent,1dsLuL5Lvbc_1
dataset/data/processed/train/violent/1dsLuL5Lvbc_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00914.npy,dataset/data/pose/rwf2000/train/violent/1dsLuL5Lvbc_2.npy,1,train,violent,1dsLuL5Lvbc_2
dataset/data/processed/train/violent/1dsLuL5Lvbc_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00473.npy,dataset/data/pose/rwf2000/train/violent/1dsLuL5Lvbc_3.npy,1,train,violent,1dsLuL5Lvbc_3
dataset/data/processed/train/violent/1r0Wz04q_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01053.npy,dataset/data/pose/rwf2000/train/violent/1r0Wz04q_0.npy,1,train,violent,1r0Wz04q_0
dataset/data/processed/train/violent/1tU4kxa51vw_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01156.npy,dataset/data/pose/rwf2000/train/violent/1tU4kxa51vw_1.npy,1,train,violent,1tU4kxa51vw_1
dataset/data/processed/train/violent/20130506 05_58 шЧЭф║║ щ╗СцЮЭ_37/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00571.npy,dataset/data/pose/rwf2000/train/violent/20130506 05_58 шЧЭф║║ щ╗СцЮЭ_37.npy,1,train,violent,20130506 05_58 шЧЭф║║ щ╗СцЮЭ_37
dataset/data/processed/train/violent/24E0xYYUz44_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00817.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_0.npy,1,train,violent,24E0xYYUz44_0
dataset/data/processed/train/violent/24E0xYYUz44_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00027.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_1.npy,1,train,violent,24E0xYYUz44_1
dataset/data/processed/train/violent/24E0xYYUz44_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00365.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_2.npy,1,train,violent,24E0xYYUz44_2
dataset/data/processed/train/violent/24E0xYYUz44_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00558.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_3.npy,1,train,violent,24E0xYYUz44_3
dataset/data/processed/train/violent/24E0xYYUz44_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00664.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_4.npy,1,train,violent,24E0xYYUz44_4
dataset/data/processed/train/violent/24E0xYYUz44_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00112.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_5.npy,1,train,violent,24E0xYYUz44_5
dataset/data/processed/train/violent/24E0xYYUz44_6/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00368.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_6.npy,1,train,violent,24E0xYYUz44_6
dataset/data/processed/train/violent/24E0xYYUz44_7/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00028.npy,dataset/data/pose/rwf2000/train/violent/24E0xYYUz44_7.npy,1,train,violent,24E0xYYUz44_7
dataset/data/processed/train/violent/2hQMRq06NJs_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01158.npy,dataset/data/pose/rwf2000/train/violent/2hQMRq06NJs_0.npy,1,train,violent,2hQMRq06NJs_0
dataset/data/processed/train/violent/2sy_eLpH-PI_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00647.npy,dataset/data/pose/rwf2000/train/violent/2sy_eLpH-PI_0.npy,1,train,violent,2sy_eLpH-PI_0
dataset/data/processed/train/violent/2sy_eLpH-PI_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00895.npy,dataset/data/pose/rwf2000/train/violent/2sy_eLpH-PI_1.npy,1,train,violent,2sy_eLpH-PI_1
dataset/data/processed/train/violent/3CQi0ZCCHvc_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_01189.npy,dataset/data/pose/rwf2000/train/violent/3CQi0ZCCHvc_0.npy,1,train,violent,3CQi0ZCCHvc_0
dataset/data/processed/train/violent/3CQi0ZCCHvc_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00392.npy,dataset/data/pose/rwf2000/train/violent/3CQi0ZCCHvc_1.npy,1,train,violent,3CQi0ZCCHvc_1
dataset/data/processed/train/violent/3CQi0ZCCHvc_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00016.npy,dataset/data/pose/rwf2000/train/violent/3CQi0ZCCHvc_2.npy,1,train,violent,3CQi0ZCCHvc_2
dataset/data/processed/train/violent/3OKArbzg1uc_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00427.npy,dataset/data/pose/rwf2000/train/violent/3OKArbzg1uc_0.npy,1,train,violent,3OKArbzg1uc_0
dataset/data/processed/train/violent/3OKArbzg1uc_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00386.npy,dataset/data/pose/rwf2000/train/violent/3OKArbzg1uc_1.npy,1,train,violent,3OKArbzg1uc_1
dataset/data/processed/train/violent/3OKArbzg1uc_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00198.npy,dataset/data/pose/rwf2000/train/violent/3OKArbzg1uc_2.npy,1,train,violent,3OKArbzg1uc_2
dataset/data/processed/train/violent/3OKArbzg1uc_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00405.npy,dataset/data/pose/rwf2000/train/violent/3OKArbzg1uc_3.npy,1,train,violent,3OKArbzg1uc_3
dataset/data/processed/train/violent/3OKArbzg1uc_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00113.npy,dataset/data/pose/rwf2000/train/violent/3OKArbzg1uc_4.npy,1,train,violent,3OKArbzg1uc_4
dataset/data/processed/train/violent/3SS0E4SmTk8_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00745.npy,dataset/data/pose/rwf2000/train/violent/3SS0E4SmTk8_0.npy,1,train,violent,3SS0E4SmTk8_0
dataset/data/processed/train/violent/3SS0E4SmTk8_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00051.npy,dataset/data/pose/rwf2000/train/violent/3SS0E4SmTk8_1.npy,1,train,violent,3SS0E4SmTk8_1
dataset/data/processed/train/violent/3Vw7MoNBgx4_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01129.npy,dataset/data/pose/rwf2000/train/violent/3Vw7MoNBgx4_0.npy,1,train,violent,3Vw7MoNBgx4_0
dataset/data/processed/train/violent/3kpviz7lAMY_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01106.npy,dataset/data/pose/rwf2000/train/violent/3kpviz7lAMY_0.npy,1,train,violent,3kpviz7lAMY_0
dataset/data/processed/train/violent/3kpviz7lAMY_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00582.npy,dataset/data/pose/rwf2000/train/violent/3kpviz7lAMY_1.npy,1,train,violent,3kpviz7lAMY_1
dataset/data/processed/train/violent/3kpviz7lAMY_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00183.npy,dataset/data/pose/rwf2000/train/violent/3kpviz7lAMY_2.npy,1,train,violent,3kpviz7lAMY_2
dataset/data/processed/train/violent/3kpviz7lAMY_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00260.npy,dataset/data/pose/rwf2000/train/violent/3kpviz7lAMY_3.npy,1,train,violent,3kpviz7lAMY_3
dataset/data/processed/train/violent/3kpviz7lAMY_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00533.npy,dataset/data/pose/rwf2000/train/violent/3kpviz7lAMY_4.npy,1,train,violent,3kpviz7lAMY_4
dataset/data/processed/train/violent/4HH7yMU8y9A_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00850.npy,dataset/data/pose/rwf2000/train/violent/4HH7yMU8y9A_0.npy,1,train,violent,4HH7yMU8y9A_0
dataset/data/processed/train/violent/4HH7yMU8y9A_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00525.npy,dataset/data/pose/rwf2000/train/violent/4HH7yMU8y9A_1.npy,1,train,violent,4HH7yMU8y9A_1
dataset/data/processed/train/violent/4RqDG4I4iAk_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_01063.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_0.npy,1,train,violent,4RqDG4I4iAk_0
dataset/data/processed/train/violent/4RqDG4I4iAk_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00199.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_1.npy,1,train,violent,4RqDG4I4iAk_1
dataset/data/processed/train/violent/4RqDG4I4iAk_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00329.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_2.npy,1,train,violent,4RqDG4I4iAk_2
dataset/data/processed/train/violent/4RqDG4I4iAk_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00921.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_3.npy,1,train,violent,4RqDG4I4iAk_3
dataset/data/processed/train/violent/4RqDG4I4iAk_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01230.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_4.npy,1,train,violent,4RqDG4I4iAk_4
dataset/data/processed/train/violent/4RqDG4I4iAk_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00684.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_5.npy,1,train,violent,4RqDG4I4iAk_5
dataset/data/processed/train/violent/4RqDG4I4iAk_6/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01242.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_6.npy,1,train,violent,4RqDG4I4iAk_6
dataset/data/processed/train/violent/4RqDG4I4iAk_7/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01200.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_7.npy,1,train,violent,4RqDG4I4iAk_7
dataset/data/processed/train/violent/4RqDG4I4iAk_8/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00919.npy,dataset/data/pose/rwf2000/train/violent/4RqDG4I4iAk_8.npy,1,train,violent,4RqDG4I4iAk_8
dataset/data/processed/train/violent/4yTlGiDoxBo_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00821.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_0.npy,1,train,violent,4yTlGiDoxBo_0
dataset/data/processed/train/violent/4yTlGiDoxBo_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00131.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_1.npy,1,train,violent,4yTlGiDoxBo_1
dataset/data/processed/train/violent/4yTlGiDoxBo_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01028.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_2.npy,1,train,violent,4yTlGiDoxBo_2
dataset/data/processed/train/violent/4yTlGiDoxBo_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00806.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_3.npy,1,train,violent,4yTlGiDoxBo_3
dataset/data/processed/train/violent/4yTlGiDoxBo_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00167.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_4.npy,1,train,violent,4yTlGiDoxBo_4
dataset/data/processed/train/violent/4yTlGiDoxBo_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00291.npy,dataset/data/pose/rwf2000/train/violent/4yTlGiDoxBo_5.npy,1,train,violent,4yTlGiDoxBo_5
dataset/data/processed/train/violent/4yzwSsis_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00194.npy,dataset/data/pose/rwf2000/train/violent/4yzwSsis_0.npy,1,train,violent,4yzwSsis_0
dataset/data/processed/train/violent/5QqDgtwEQsI_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01384.npy,dataset/data/pose/rwf2000/train/violent/5QqDgtwEQsI_0.npy,1,train,violent,5QqDgtwEQsI_0
dataset/data/processed/train/violent/6Dej3-k3MRE_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00960.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_0.npy,1,train,violent,6Dej3-k3MRE_0
dataset/data/processed/train/violent/6Dej3-k3MRE_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00460.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_1.npy,1,train,violent,6Dej3-k3MRE_1
dataset/data/processed/train/violent/6Dej3-k3MRE_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01219.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_2.npy,1,train,violent,6Dej3-k3MRE_2
dataset/data/processed/train/violent/6Dej3-k3MRE_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00336.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_3.npy,1,train,violent,6Dej3-k3MRE_3
dataset/data/processed/train/violent/6Dej3-k3MRE_4/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00805.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_4.npy,1,train,violent,6Dej3-k3MRE_4
dataset/data/processed/train/violent/6Dej3-k3MRE_5/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00983.npy,dataset/data/pose/rwf2000/train/violent/6Dej3-k3MRE_5.npy,1,train,violent,6Dej3-k3MRE_5
dataset/data/processed/train/violent/6TDF_12/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00855.npy,dataset/data/pose/rwf2000/train/violent/6TDF_12.npy,1,train,violent,6TDF_12
dataset/data/processed/train/violent/6TDF_13/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00430.npy,dataset/data/pose/rwf2000/train/violent/6TDF_13.npy,1,train,violent,6TDF_13
dataset/data/processed/train/violent/6TDF_14/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00217.npy,dataset/data/pose/rwf2000/train/violent/6TDF_14.npy,1,train,violent,6TDF_14
dataset/data/processed/train/violent/6TDF_15/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01175.npy,dataset/data/pose/rwf2000/train/violent/6TDF_15.npy,1,train,violent,6TDF_15
dataset/data/processed/train/violent/6TDF_27/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00524.npy,dataset/data/pose/rwf2000/train/violent/6TDF_27.npy,1,train,violent,6TDF_27
dataset/data/processed/train/violent/6mrIIcAQ2fI_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01286.npy,dataset/data/pose/rwf2000/train/violent/6mrIIcAQ2fI_0.npy,1,train,violent,6mrIIcAQ2fI_0
dataset/data/processed/train/violent/6mrIIcAQ2fI_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00723.npy,dataset/data/pose/rwf2000/train/violent/6mrIIcAQ2fI_2.npy,1,train,violent,6mrIIcAQ2fI_2
dataset/data/processed/train/violent/6mrIIcAQ2fI_3/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00154.npy,dataset/data/pose/rwf2000/train/violent/6mrIIcAQ2fI_3.npy,1,train,violent,6mrIIcAQ2fI_3
dataset/data/processed/train/violent/7LnoFKSl2rs_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00689.npy,dataset/data/pose/rwf2000/train/violent/7LnoFKSl2rs_0.npy,1,train,violent,7LnoFKSl2rs_0
dataset/data/processed/train/violent/7R1m3V8C30g_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00178.npy,dataset/data/pose/rwf2000/train/violent/7R1m3V8C30g_0.npy,1,train,violent,7R1m3V8C30g_0
dataset/data/processed/train/violent/7R1m3V8C30g_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_00115.npy,dataset/data/pose/rwf2000/train/violent/7R1m3V8C30g_1.npy,1,train,violent,7R1m3V8C30g_1
dataset/data/processed/train/violent/7R1m3V8C30g_2/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00884.npy,dataset/data/pose/rwf2000/train/violent/7R1m3V8C30g_2.npy,1,train,violent,7R1m3V8C30g_2
dataset/data/processed/train/violent/7Xe6eysGKeU_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00042.npy,dataset/data/pose/rwf2000/train/violent/7Xe6eysGKeU_0.npy,1,train,violent,7Xe6eysGKeU_0
dataset/data/processed/train/violent/7qtRgyFsk3s_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_01130.npy,dataset/data/pose/rwf2000/train/violent/7qtRgyFsk3s_0.npy,1,train,violent,7qtRgyFsk3s_0
dataset/data/processed/train/violent/7qtRgyFsk3s_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00177.npy,dataset/data/pose/rwf2000/train/violent/7qtRgyFsk3s_1.npy,1,train,violent,7qtRgyFsk3s_1
dataset/data/processed/train/violent/88ndrvAZpE8_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_01160.npy,dataset/data/pose/rwf2000/train/violent/88ndrvAZpE8_0.npy,1,train,violent,88ndrvAZpE8_0
dataset/data/processed/train/violent/88ndrvAZpE8_1/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/surprise_00098.npy,dataset/data/pose/rwf2000/train/violent/88ndrvAZpE8_1.npy,1,train,violent,88ndrvAZpE8_1
dataset/data/processed/train/violent/89UQqPuR4Q4_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/fear_01345.npy,dataset/data/pose/rwf2000/train/violent/89UQqPuR4Q4_0.npy,1,train,violent,89UQqPuR4Q4_0
dataset/data/processed/train/violent/8SWZq5we_fk_0/frame_sequence.pt,dataset/data/emotion/balanced-affectnet/train/violent/anger_00301.npy,dataset/data/pose/rwf2000/train/violent/8SWZq5we_fk_0.npy,1,train,violent,8SWZq5we_fk_0
